,0,buy Signal
2022-07-11,139062276,Buy
2022-07-11,129687044,Buy
2022-07-11,133695748,Buy
2022-07-11,134247428,Buy
2022-07-11,134842628,Buy
2022-07-11,135681796,Buy
2022-07-11,138465028,Buy
2022-07-11,139183620,invalid
2022-07-11,136089348,Buy
2022-07-11,136269060,Buy
2022-07-11,136315396,Buy
2022-07-11,136376068,Buy
2022-07-11,136413188,Buy
2022-07-11,136431876,Buy
2022-07-11,136506628,Buy
2022-07-11,139072772,Buy
2022-07-11,139097348,Buy
2022-07-11,138146820,Buy
2022-07-11,138208260,Buy
2022-07-18,10241,Buy
2022-07-18,151040772,Buy
2022-07-18,128022020,Buy
2022-07-18,128027652,Buy
2022-07-18,128046852,Buy
2022-07-18,128086532,Buy
2022-07-18,128103172,Buy
2022-07-18,128126724,Buy
2022-07-18,128167684,Buy
2022-07-18,128176644,Buy
2022-07-18,139062276,Buy
2022-07-18,129687044,Buy
2022-07-18,130866180,Buy
2022-07-18,130878212,Buy
2022-07-18,132114436,Buy
2022-07-18,132449284,Buy
2022-07-18,961793,Buy
2022-07-18,134144004,Buy
2022-07-18,134899460,Buy
2022-07-18,135681284,Buy
2022-07-18,135681796,Buy
2022-07-18,891393,Buy
2022-07-18,138638340,Buy
2022-07-18,138748932,Buy
2022-07-18,135935748,Buy
2022-07-18,136076292,Buy
2022-07-18,138973956,Buy
2022-07-18,138983428,Buy
2022-07-18,139066116,Buy
2022-07-18,136239876,Buy
2022-07-18,136247044,Buy
2022-07-18,136248580,Buy
2022-07-18,136305412,Buy
2022-07-18,136315652,Buy
2022-07-18,136318212,Buy
2022-07-18,136326404,Buy
2022-07-18,136326916,Buy
2022-07-18,136357892,Buy
2022-07-18,136405764,Buy
2022-07-18,136420100,Buy
2022-07-18,136428036,Buy
2022-07-18,136428548,Buy
2022-07-18,136485380,Buy
2022-07-18,136506628,Buy
2022-07-18,136517892,Buy
2022-07-18,139078404,Buy
2022-07-18,138061060,Buy
2022-07-18,138087428,Buy
2022-07-18,138146820,Buy
2022-07-18,138246404,Buy
2022-07-25,10241,Buy
2022-07-25,128006916,Buy
2022-07-25,128008708,Buy
2022-07-25,128010500,Buy
2022-07-25,128026372,Buy
2022-07-25,128047876,Buy
2022-07-25,128051460,Buy
2022-07-25,128086532,Buy
2022-07-25,128086788,Buy
2022-07-25,128099844,Buy
2022-07-25,128125444,Buy
2022-07-25,128126212,Buy
2022-07-25,128176644,Buy
2022-07-25,128215044,Buy
2022-07-25,128333060,Buy
2022-07-25,128974340,Buy
2022-07-25,129732356,Buy
2022-07-25,130465540,Buy
2022-07-25,130824708,Buy
2022-07-25,130866180,Buy
2022-07-25,130878212,Buy
2022-07-25,131005956,Buy
2022-07-25,131207428,Buy
2022-07-25,132114436,Buy
2022-07-25,132355844,Buy
2022-07-25,132449284,Buy
2022-07-25,133940996,Buy
2022-07-25,134144004,Buy
2022-07-25,138416900,Buy
2022-07-25,135681284,Buy
2022-07-25,138638340,Buy
2022-07-25,138748932,Buy
2022-07-25,135973636,Buy
2022-07-25,138918660,Buy
2022-07-25,136071940,Buy
2022-07-25,136120068,Buy
2022-07-25,138983428,Buy
2022-07-25,139066116,Buy
2022-07-25,136233476,Buy
2022-07-25,136239876,Buy
2022-07-25,136247044,Buy
2022-07-25,136291844,Buy
2022-07-25,136305412,Buy
2022-07-25,136314628,Buy
2022-07-25,136318212,Buy
2022-07-25,136321028,Buy
2022-07-25,136326916,Buy
2022-07-25,136330500,Buy
2022-07-25,136332292,Buy
2022-07-25,136348164,Buy
2022-07-25,136363012,Buy
2022-07-25,136367876,Buy
2022-07-25,136442372,Buy
2022-07-25,136486660,Buy
2022-07-25,136517892,Buy
2022-07-25,136804356,Buy
2022-07-25,139093508,Buy
2022-07-25,139106820,Buy
2022-07-25,138061060,Buy
2022-07-25,138252036,Buy
2022-08-01,151041284,Buy
2022-08-01,151046148,Buy
2022-08-01,128010500,Buy
2022-08-01,128021508,Buy
2022-08-01,151062020,Buy
2022-08-01,128029700,Buy
2022-08-01,128047876,Buy
2022-08-01,128066564,Buy
2022-08-01,128075268,Buy
2022-08-01,128086788,Buy
2022-08-01,128090884,Buy
2022-08-01,128099844,Buy
2022-08-01,128125444,Buy
2022-08-01,128171524,Buy
2022-08-01,128215044,Buy
2022-08-01,128619524,Buy
2022-08-01,130465540,Buy
2022-08-01,130824708,Buy
2022-08-01,131005956,Buy
2022-08-01,132428804,Buy
2022-08-01,133969668,Buy
2022-08-01,133981956,Buy
2022-08-01,134049284,Buy
2022-08-01,134202884,Buy
2022-08-01,134315268,Buy
2022-08-01,3288833,Buy
2022-08-01,134352900,Buy
2022-08-01,134353924,Buy
2022-08-01,139172868,invalid
2022-08-01,134714116,Buy
2022-08-01,138431748,Buy
2022-08-01,138436356,Buy
2022-08-01,134898436,Buy
2022-08-01,135822084,Buy
2022-08-01,135990532,Buy
2022-08-01,138922244,Buy
2022-08-01,136071940,Buy
2022-08-01,138937860,Buy
2022-08-01,136089348,Buy
2022-08-01,138984196,Buy
2022-08-01,136171780,Buy
2022-08-01,139062532,Buy
2022-08-01,136230404,Buy
2022-08-01,136245508,Buy
2022-08-01,136260612,Buy
2022-08-01,136274180,Buy
2022-08-01,136280324,Buy
2022-08-01,247553,Buy
2022-08-01,136310020,Buy
2022-08-01,136311300,Buy
2022-08-01,136314628,Buy
2022-08-01,136321284,Buy
2022-08-01,136330500,Buy
2022-08-01,136352516,Buy
2022-08-01,136363012,Buy
2022-08-01,136398084,Buy
2022-08-01,136404484,Buy
2022-08-01,136422404,Buy
2022-08-01,136429572,Buy
2022-08-01,136432388,Buy
2022-08-01,136434436,Buy
2022-08-01,136437764,Buy
2022-08-01,136442372,Buy
2022-08-01,136478980,Buy
2022-08-01,136486660,Buy
2022-08-01,136515076,Buy
2022-08-01,136534788,Buy
2022-08-01,136615684,Buy
2022-08-01,136739588,Buy
2022-08-01,136783108,Buy
2022-08-01,136804356,Buy
2022-08-01,139074052,Buy
2022-08-01,139109636,Buy
2022-08-01,138005252,Buy
2022-08-01,138021892,Buy
2022-08-01,138061316,Buy
2022-08-01,138095876,Buy
2022-08-01,138118148,Buy
2022-08-01,138188548,Buy
2022-08-01,138210052,Buy
2022-08-01,138228996,Buy
2022-08-01,138241284,Buy
2022-08-01,138252036,Buy
2022-08-08,128002052,invalid
2022-08-08,138296836,invalid
2022-08-08,151041284,invalid
2022-08-08,151041540,invalid
2022-08-08,128012292,invalid
2022-08-08,128029700,invalid
2022-08-08,128029956,invalid
2022-08-08,128031748,invalid
2022-08-08,128032772,invalid
2022-08-08,128041988,invalid
2022-08-08,128062724,invalid
2022-08-08,128065796,invalid
2022-08-08,128075268,invalid
2022-08-08,128077316,invalid
2022-08-08,128090884,invalid
2022-08-08,128197124,invalid
2022-08-08,128294404,invalid
2022-08-08,128372484,invalid
2022-08-08,128619524,invalid
2022-08-08,5105409,invalid
2022-08-08,131089924,invalid
2022-08-08,1191937,invalid
2022-08-08,131502852,invalid
2022-08-08,132491268,invalid
2022-08-08,133005316,invalid
2022-08-08,133969668,invalid
2022-08-08,134197252,invalid
2022-08-08,134202884,invalid
2022-08-08,3288833,invalid
2022-08-08,134349828,invalid
2022-08-08,134353924,invalid
2022-08-08,134714116,invalid
2022-08-08,134789380,invalid
2022-08-08,138421764,invalid
2022-08-08,138433284,invalid
2022-08-08,138436356,invalid
2022-08-08,138470404,invalid
2022-08-08,135822084,invalid
2022-08-08,138740740,invalid
2022-08-08,135990532,invalid
2022-08-08,136089348,invalid
2022-08-08,138944516,invalid
2022-08-08,136171780,invalid
2022-08-08,139068932,invalid
2022-08-08,136240388,invalid
2022-08-08,136245508,invalid
2022-08-08,136260612,invalid
2022-08-08,136274180,invalid
2022-08-08,136280324,invalid
2022-08-08,247553,invalid
2022-08-08,136293124,invalid
2022-08-08,136302084,invalid
2022-08-08,136311300,invalid
2022-08-08,136323588,invalid
2022-08-08,136352516,invalid
2022-08-08,136361732,invalid
2022-08-08,136372484,invalid
2022-08-08,136398084,invalid
2022-08-08,136398852,invalid
2022-08-08,136404484,invalid
2022-08-08,136422404,invalid
2022-08-08,136429572,invalid
2022-08-08,136432388,invalid
2022-08-08,136434436,invalid
2022-08-08,136478980,invalid
2022-08-08,136525572,invalid
2022-08-08,136534788,invalid
2022-08-08,136549892,invalid
2022-08-08,136739588,invalid
2022-08-08,139077124,invalid
2022-08-08,138005252,invalid
2022-08-08,138125060,invalid
2022-08-08,138228996,invalid
2022-08-16,128026628,Buy
2022-08-16,128032772,Dont Buy
2022-08-16,128041988,Buy
2022-08-16,128062724,Buy
2022-08-16,128065796,Buy
2022-08-16,128077316,Buy
2022-08-16,128085764,Dont Buy
2022-08-16,128558084,Buy
2022-08-16,128751876,Buy
2022-08-16,129213700,Buy
2022-08-16,129341956,Buy
2022-08-16,129592836,Buy
2022-08-16,130957060,Buy
2022-08-16,1191937,Buy
2022-08-16,131643908,Buy
2022-08-16,132890884,Buy
2022-08-16,133005316,Buy
2022-08-16,134148868,Buy
2022-08-16,134185988,Buy
2022-08-16,134233092,Buy
2022-08-16,5420545,Buy
2022-08-16,138421764,Buy
2022-08-16,138430212,Buy
2022-08-16,138438916,Buy
2022-08-16,135680260,Buy
2022-08-16,138541828,Buy
2022-08-16,138545924,Buy
2022-08-16,138964484,Buy
2022-08-16,136233732,Buy
2022-08-16,139068932,Buy
2022-08-16,136268804,Buy
2022-08-16,136323588,Buy
2022-08-16,136372484,Buy
2022-08-16,136404996,Buy
2022-08-16,136483076,Buy
2022-08-16,136516868,Dont Buy
2022-08-16,139074564,Buy
2022-08-16,137871876,Buy
2022-08-16,2713345,Buy
2022-08-16,138125060,Buy
2022-08-16,138284292,Buy
2022-08-22,151047684,Buy
2022-08-22,128013316,Buy
2022-08-22,128023556,Buy
2022-08-22,128085764,Dont Buy
2022-08-22,2891009,Buy
2022-08-22,266497,Buy
2022-08-22,128558084,Buy
2022-08-22,129592836,Buy
2022-08-22,129975556,Buy
2022-08-22,131643908,Buy
2022-08-22,132890884,Buy
2022-08-22,138348804,Buy
2022-08-22,138430212,Buy
2022-08-22,134862596,Buy
2022-08-22,135680260,Buy
2022-08-22,138545924,Buy
2022-08-22,138582020,Buy
2022-08-22,138918148,Buy
2022-08-22,136286468,Buy
2022-08-22,136287748,Buy
2022-08-22,2674433,Buy
2022-08-22,136328196,Buy
2022-08-22,136404996,Buy
2022-08-22,136415236,Buy
2022-08-22,136517380,Buy
2022-08-22,136531460,Buy
2022-08-22,136723460,Buy
2022-08-22,139070212,Buy
2022-08-22,137871876,Buy
2022-08-22,139103748,Buy
2022-08-22,138256644,Buy
2022-08-29,138291972,Buy
2022-08-29,151047684,Buy
2022-08-29,128047364,Buy
2022-08-29,128051460,Buy
2022-08-29,129541636,Buy
2022-08-29,130324228,Buy
2022-08-29,132421380,Buy
2022-08-29,133970692,Buy
2022-08-29,1875201,Buy
2022-08-29,134046212,Buy
2022-08-29,134862596,Buy
2022-08-29,135713540,Buy
2022-08-29,135767812,Buy
2022-08-29,138634244,Buy
2022-08-29,138643972,Buy
2022-08-29,138675204,Buy
2022-08-29,138918148,Buy
2022-08-29,136286980,Buy
2022-08-29,136287748,Buy
2022-08-29,136313604,Buy
2022-08-29,136328196,Buy
2022-08-29,136362756,Buy
2022-08-29,136370692,Buy
2022-08-29,136385028,Buy
2022-08-29,842753,Buy
2022-08-29,136433924,Buy
2022-08-29,136479236,Buy
2022-08-29,136488964,Buy
2022-08-29,136489476,Buy
2022-08-29,136514308,Buy
2022-08-29,136531460,Buy
2022-08-29,139070212,Buy
2022-08-29,139075844,Buy
2022-08-29,139086852,Buy
2022-08-29,139097604,Buy
2022-08-29,139106820,Buy
2022-09-05,151043332,Buy
2022-09-05,128032260,Dont Buy
2022-09-05,128034052,Buy
2022-09-05,128847364,Buy
2022-09-05,129382404,Buy
2022-09-05,129541636,Buy
2022-09-05,130324228,Buy
2022-09-05,132421380,Buy
2022-09-05,1875201,Buy
2022-09-05,134046212,Buy
2022-09-05,138438148,Buy
2022-09-05,135741188,Buy
2022-09-05,135767812,Buy
2022-09-05,138643972,Buy
2022-09-05,138949892,Buy
2022-09-05,136119556,Buy
2022-09-05,139067396,Buy
2022-09-05,139068164,Buy
2022-09-05,136313604,Buy
2022-09-05,136363524,Buy
2022-09-05,136370692,Buy
2022-09-05,136385028,Buy
2022-09-05,136396804,Buy
2022-09-05,136399108,Buy
2022-09-05,136456452,Buy
2022-09-05,136488964,Buy
2022-09-05,136489476,Buy
2022-09-05,136514308,Buy
2022-09-05,139075844,Buy
2022-09-05,139084548,Buy
2022-09-05,139086852,Buy
2022-09-05,139097604,Buy
2022-09-05,139106820,Buy
2022-09-05,139116804,Buy
2022-09-05,138206980,Buy
2022-09-05,138234372,Buy
2022-09-12,128075524,Buy
2022-09-12,128105476,Dont Buy
2022-09-12,128364804,Buy
2022-09-12,128847364,Buy
2022-09-12,129271300,Buy
2022-09-12,130017284,Buy
2022-09-12,138425604,Buy
2022-09-12,136075012,Buy
2022-09-12,136119556,Buy
2022-09-12,139067396,Buy
2022-09-12,139068164,Buy
2022-09-12,136281348,Buy
2022-09-12,136399108,Dont Buy
2022-09-12,136405764,Buy
2022-09-12,139077636,Buy
2022-09-12,138035460,Buy
2022-09-12,138206980,Buy
2022-09-19,128075524,Dont Buy
2022-09-19,139133188,Dont Buy
2022-09-19,134201860,Buy
2022-09-19,138573060,Buy
2022-09-19,136281348,Buy
2022-09-19,136283140,Dont Buy
2022-09-19,136857604,Buy
2022-09-19,138185476,Buy
2022-09-26,128124932,Buy
2022-09-26,138918404,Buy
2022-09-26,138185476,Buy
2022-10-03,128124932,Buy
2022-10-03,138918404,Buy
2022-10-03,136304388,Buy
2022-10-03,136330500,Buy
2022-10-03,136353284,Buy
2022-10-03,136376324,Buy
2022-10-03,136493828,Buy
2022-10-03,136727300,Buy
2022-10-10,128171524,Buy
2022-10-10,129465860,Buy
2022-10-10,136263940,Buy
2022-10-10,136330500,Buy
2022-10-10,136353284,Buy
2022-10-10,136376324,Buy
2022-10-10,136419588,Buy
2022-10-10,136422404,Buy
2022-10-10,136483332,Buy
2022-10-10,136493828,Buy
2022-10-10,136727300,Buy
2022-10-17,128171524,Buy
2022-10-17,129385476,Buy
2022-10-17,134244868,Buy
2022-10-17,136422404,Buy
2022-10-17,136434436,Buy
2022-10-24,145920260,Buy
2022-10-24,128117508,Buy
2022-10-24,129975556,Buy
2022-10-24,136288004,Buy
2022-10-24,136434436,Buy
2022-10-24,136436484,Buy
2022-10-24,136517892,Buy
2022-10-24,137125892,Buy
2022-10-31,128086788,Buy
2022-10-31,128975620,Buy
2022-10-31,129596164,Buy
2022-10-31,134044164,Buy
2022-10-31,134842628,Buy
2022-10-31,135874308,Buy
2022-10-31,138788100,Buy
2022-10-31,136066052,Buy
2022-10-31,136304644,Buy
2022-10-31,136316932,Dont Buy
2022-10-31,136436484,Buy
2022-10-31,139074052,Buy
2022-10-31,139109892,Buy
2022-11-07,128086788,Buy
2022-11-07,128135684,Buy
2022-11-07,266497,Buy
2022-11-07,128975620,Buy
2022-11-07,131417348,Buy
2022-11-07,134044164,Buy
2022-11-07,135698692,Buy
2022-11-07,138834692,Buy
2022-11-14,128024836,Buy
2022-11-14,128096772,Buy
2022-11-14,129658884,Buy
2022-11-14,130428932,Buy
2022-11-14,131417348,Buy
2022-11-14,133693700,Buy
2022-11-14,135698692,Buy
2022-11-14,138834692,Buy
2022-11-14,139024388,Buy
2022-11-14,136371716,Buy
2022-11-14,136378628,Buy
2022-11-14,136536068,Buy
2022-11-14,138279172,Buy
2022-11-21,128009732,Buy
2022-11-21,128027652,Buy
2022-11-21,128030468,Buy
2022-11-21,151074308,Buy
2022-11-21,128204804,Buy
2022-11-21,128793860,Buy
2022-11-21,131460868,Buy
2022-11-21,132903940,Buy
2022-11-21,138414084,Buy
2022-11-21,138438916,Buy
2022-11-21,138438148,Buy
2022-11-21,135714564,Buy
2022-11-21,139068932,Buy
2022-11-21,136397828,Buy
2022-11-21,136433156,Buy
2022-11-21,136483076,Buy
2022-11-21,136521220,Buy
2022-11-21,137873156,Buy
2022-11-21,139117316,Buy
2022-11-21,138098692,Buy
2022-11-28,128006916,Buy
2022-11-28,128013316,Buy
2022-11-28,128024580,Buy
2022-11-28,128025860,Buy
2022-11-28,151062020,Buy
2022-11-28,128026628,Buy
2022-11-28,128027652,Buy
2022-11-28,151074308,Buy
2022-11-28,128041988,Buy
2022-11-28,128059652,Buy
2022-11-28,128077828,Buy
2022-11-28,128085764,Buy
2022-11-28,128117764,Buy
2022-11-28,128140036,Buy
2022-11-28,128178180,Buy
2022-11-28,128602884,Buy
2022-11-28,129041156,Buy
2022-11-28,129320964,Buy
2022-11-28,130256388,Buy
2022-11-28,139142660,Buy
2022-11-28,131424004,Buy
2022-11-28,131460868,Buy
2022-11-28,132903940,Buy
2022-11-28,133392388,Buy
2022-11-28,138414084,Buy
2022-11-28,138348804,Buy
2022-11-28,138406148,Buy
2022-11-28,999937,Buy
2022-11-28,134732548,Buy
2022-11-28,138423300,Buy
2022-11-28,138438916,Buy
2022-11-28,138438148,Buy
2022-11-28,134899460,Buy
2022-11-28,3676417,Buy
2022-11-28,138984196,Buy
2022-11-28,139068932,Buy
2022-11-28,136238340,Buy
2022-11-28,247553,Buy
2022-11-28,136286724,Buy
2022-11-28,136294404,Buy
2022-11-28,136311300,Buy
2022-11-28,136394244,Buy
2022-11-28,136396292,Buy
2022-11-28,136396804,Buy
2022-11-28,136398852,Buy
2022-11-28,136411908,Buy
2022-11-28,136456452,Buy
2022-11-28,136460036,Buy
2022-11-28,136474628,Buy
2022-11-28,136489476,Buy
2022-11-28,136515332,Buy
2022-11-28,136517380,Buy
2022-11-28,136521220,Buy
2022-11-28,139069956,Buy
2022-11-28,139081476,Buy
2022-11-28,139094020,Buy
2022-11-28,139097348,Buy
2022-11-28,137873156,Buy
2022-11-28,139115268,Buy
2022-11-28,137974276,Buy
2022-11-28,138005252,Dont Buy
2022-11-28,138098692,Buy
2022-11-28,138211588,Buy
2022-12-05,151062020,Buy
2022-12-05,128034564,Buy
2022-12-05,128041988,Buy
2022-12-05,128066564,Buy
2022-12-05,128077828,Buy
2022-12-05,128117764,Buy
2022-12-05,128140804,Buy
2022-12-05,128178180,Buy
2022-12-05,129041156,Buy
2022-12-05,129993988,Buy
2022-12-05,139142660,Buy
2022-12-05,139144196,Buy
2022-12-05,961793,Buy
2022-12-05,138406148,Buy
2022-12-05,138423300,Buy
2022-12-05,135989508,Buy
2022-12-05,136100356,Buy
2022-12-05,138984196,Buy
2022-12-05,136294404,Buy
2022-12-05,136325636,Buy
2022-12-05,136374788,Buy
2022-12-05,136394244,Dont Buy
2022-12-05,136396292,Buy
2022-12-05,136396804,Buy
2022-12-05,136411908,Buy
2022-12-05,136420100,Buy
2022-12-05,136456452,Buy
2022-12-05,136474628,Buy
2022-12-05,136489476,Buy
2022-12-05,136515332,Buy
2022-12-05,136517380,Buy
2022-12-05,136895492,Buy
2022-12-05,139081476,Buy
2022-12-05,139094020,Buy
2022-12-05,139103748,Buy
2022-12-05,139115268,Buy
2022-12-05,138099204,Buy
2022-12-12,128007940,Buy
2022-12-12,128021508,Buy
2022-12-12,128052996,Buy
2022-12-12,128140804,Buy
2022-12-12,128176644,Buy
2022-12-12,129993988,Buy
2022-12-12,131333892,Buy
2022-12-12,139144196,Buy
2022-12-12,134004996,Buy
2022-12-12,139055876,Buy
2022-12-12,136361220,Buy
2022-12-12,136420100,Buy
2022-12-12,139103748,Buy
2022-12-12,138099204,Buy
2022-12-26,151059972,Buy
2022-12-26,132437508,Buy
2022-12-26,134144004,Buy
2022-12-26,2916865,Buy
2022-12-26,134881540,Buy
2022-12-26,134912260,Buy
2022-12-26,136233732,Buy
2023-01-02,128013316,Buy
2023-01-02,129329156,Buy
2023-01-02,132437508,Buy
2023-01-02,134749956,Buy
2023-01-02,134881540,Buy
2023-01-02,134912260,Buy
2023-01-02,138582020,Buy
2023-01-02,138869764,Buy
2023-01-09,151043332,Buy
2023-01-09,128028164,Buy
2023-01-09,128333060,Buy
2023-01-09,129329156,Buy
2023-01-09,134044164,Buy
2023-01-09,136370692,Buy
2023-01-09,1316353,Dont Buy
2023-01-16,128028164,Buy
2023-01-16,129385476,Buy
2023-01-16,136421892,Buy
2023-01-16,136473092,Buy
2023-01-16,139089156,Buy
2023-01-16,138188548,Buy
2023-01-23,128224004,Buy
2023-01-23,133707524,Buy
2023-01-23,136421892,Dont Buy
2023-01-23,136442116,Buy
2023-01-23,136473092,Buy
2023-01-23,139084804,Buy
2023-01-30,128047876,Buy
2023-01-30,128122116,Buy
2023-01-30,128224004,Buy
2023-01-30,128596484,Buy
2023-01-30,129555460,Buy
2023-01-30,130878212,Buy
2023-01-30,133707524,Buy
2023-01-30,134071300,Buy
2023-01-30,138573060,Buy
2023-01-30,138748932,Buy
2023-01-30,138854148,Buy
2023-01-30,138946564,Buy
2023-01-30,136171780,Buy
2023-01-30,136320004,Buy
2023-01-30,136366852,Buy
2023-01-30,136442116,Buy
2023-02-06,128000516,Buy
2023-02-06,128047876,Buy
2023-02-06,128061700,Buy
2023-02-06,128105220,Buy
2023-02-06,128147204,Buy
2023-02-06,128217604,Buy
2023-02-06,128364804,Buy
2023-02-06,128596484,Buy
2023-02-06,129273092,Buy
2023-02-06,1191937,Buy
2023-02-06,131386372,Buy
2023-02-06,132362500,Buy
2023-02-06,133695748,Buy
2023-02-06,133989124,Buy
2023-02-06,133989892,Buy
2023-02-06,138573060,Buy
2023-02-06,138748932,Buy
2023-02-06,136171780,Buy
2023-02-06,136272132,Buy
2023-02-06,136321028,Buy
2023-02-06,136385796,Buy
2023-02-06,136456452,Buy
2023-02-06,136485380,Buy
2023-02-06,137796612,Buy
2023-02-06,139093252,Buy
2023-02-06,139107844,Buy
2023-02-06,139109380,Buy
2023-02-06,137941764,Buy
2023-02-06,138117892,Buy
2023-02-06,138241284,Buy
2023-02-13,128000516,Buy
2023-02-13,128047620,Buy
2023-02-13,128053764,Buy
2023-02-13,128061700,Buy
2023-02-13,128063748,Buy
2023-02-13,128064260,Buy
2023-02-13,128147204,Buy
2023-02-13,129459204,Buy
2023-02-13,129482244,Buy
2023-02-13,130270468,Buy
2023-02-13,131089924,Buy
2023-02-13,1191937,Buy
2023-02-13,131386372,Buy
2023-02-13,132362500,Buy
2023-02-13,133660932,Buy
2023-02-13,133695748,Buy
2023-02-13,133986564,Buy
2023-02-13,133989892,Buy
2023-02-13,134052356,Buy
2023-02-13,134167300,Buy
2023-02-13,134286852,Buy
2023-02-13,134349828,Buy
2023-02-13,138419460,Buy
2023-02-13,138535428,Buy
2023-02-13,136231940,Buy
2023-02-13,136267780,Buy
2023-02-13,136356868,Buy
2023-02-13,3433985,Buy
2023-02-13,136385284,Buy
2023-02-13,136398852,Buy
2023-02-13,136485380,Buy
2023-02-13,139091204,Buy
2023-02-13,137796612,Buy
2023-02-13,139107844,Buy
2023-02-13,139109380,Buy
2023-02-13,137914884,Buy
2023-02-13,137941764,Buy
2023-02-13,138061316,Buy
2023-02-13,138117892,Buy
2023-02-20,128047620,Buy
2023-02-20,128053764,Buy
2023-02-20,128072964,Buy
2023-02-20,129459204,Dont Buy
2023-02-20,129482244,Buy
2023-02-20,131089924,Dont Buy
2023-02-20,134167300,Buy
2023-02-20,134349828,Buy
2023-02-20,138432004,Buy
2023-02-20,138532612,Buy
2023-02-20,138535428,Buy
2023-02-20,136132612,Buy
2023-02-20,139055876,Buy
2023-02-20,136231940,Buy
2023-02-20,136267780,Buy
2023-02-20,3433985,Dont Buy
2023-02-20,136385284,Buy
2023-02-20,136395780,Buy
2023-02-20,136474628,Buy
2023-02-20,139091204,Dont Buy
2023-02-20,2713345,Buy
2023-02-27,128099844,Buy
2023-02-27,128117508,Buy
2023-02-27,128168964,Buy
2023-02-27,128172548,Buy
2023-02-27,139143428,Buy
2023-02-27,134352900,Buy
2023-02-27,138432004,Buy
2023-02-27,138435076,Buy
2023-02-27,138470916,Buy
2023-02-27,136132612,Buy
2023-02-27,139055876,Buy
2023-02-27,136383492,Buy
2023-02-27,136395780,Buy
2023-02-27,136474628,Buy
2023-02-27,139078404,Buy
2023-02-27,139081476,Buy
2023-02-27,138014212,Buy
2023-03-06,128024836,Buy
2023-03-06,128025860,Buy
2023-03-06,128027908,Buy
2023-03-06,128030468,Buy
2023-03-06,128064004,Buy
2023-03-06,128067844,Buy
2023-03-06,128099844,Buy
2023-03-06,128172548,Buy
2023-03-06,129470468,Buy
2023-03-06,129592836,Buy
2023-03-06,129923588,Buy
2023-03-06,130426884,Buy
2023-03-06,133703940,Buy
2023-03-06,134201860,Buy
2023-03-06,138392324,Buy
2023-03-06,138435076,Buy
2023-03-06,135682820,Buy
2023-03-06,138470916,Buy
2023-03-06,138638340,Buy
2023-03-06,138745348,Buy
2023-03-06,138922244,Buy
2023-03-06,138959876,Buy
2023-03-06,136257540,Buy
2023-03-06,136276740,Buy
2023-03-06,136383492,Buy
2023-03-06,136456452,Buy
2023-03-06,136488452,Buy
2023-03-06,136783108,Buy
2023-03-06,139078404,Buy
2023-03-06,138005252,Buy
2023-03-06,138188548,Buy
2023-03-06,138252292,Buy
2023-03-13,128026628,Buy
2023-03-13,128027908,Buy
2023-03-13,128056068,Buy
2023-03-13,128140036,Buy
2023-03-13,129923588,Buy
2023-03-13,134201860,Buy
2023-03-13,135682820,Buy
2023-03-13,139064324,Buy
2023-03-13,136376068,Buy
2023-03-13,136385028,Buy
2023-03-13,136488452,Buy
2023-03-13,138188548,Buy
2023-03-13,138252292,Buy
2023-03-20,151045380,Buy
2023-03-20,128029188,Buy
2023-03-20,2910465,Buy
2023-03-20,132491268,Buy
2023-03-20,134041092,Buy
2023-03-20,136004100,Buy
2023-03-20,138973956,Buy
2023-03-20,136515076,Buy
2023-03-27,128029188,Buy
2023-03-27,128097284,Buy
2023-03-27,128158724,Buy
2023-03-27,128202244,Buy
2023-03-27,129329156,Buy
2023-03-27,2910465,Buy
2023-03-27,132491268,Buy
2023-03-27,134065668,Buy
2023-03-27,135812356,Buy
2023-03-27,136004100,Buy
2023-03-27,138973956,Buy
2023-03-27,136236548,Buy
2023-03-27,136257540,Buy
2023-03-27,136400388,Buy
2023-03-27,138061060,Buy
2023-04-03,128024836,Buy
2023-04-03,128117508,Buy
2023-04-03,139062276,Buy
2023-04-03,128775940,Buy
2023-04-03,129410308,Buy
2023-04-03,129712644,Buy
2023-04-03,130476804,Buy
2023-04-03,130824708,Buy
2023-04-03,131132676,Buy
2023-04-03,131625476,Buy
2023-04-03,131626756,Buy
2023-04-03,139161604,Buy
2023-04-03,133005316,Buy
2023-04-03,133703940,Buy
2023-04-03,134065668,Buy
2023-04-03,138444036,Buy
2023-04-03,138918148,Buy
2023-04-03,136236548,Buy
2023-04-03,247553,Buy
2023-04-03,136376324,Buy
2023-04-03,136431876,Buy
2023-04-03,136783108,Buy
2023-04-03,139071748,Buy
2023-04-03,137125892,Buy
2023-04-03,139097348,Buy
2023-04-03,138021892,Buy
2023-04-03,138061060,Buy
2023-04-03,138146820,Buy
2023-04-10,145920260,Buy
2023-04-10,128005124,Buy
2023-04-10,151046148,Buy
2023-04-10,128012548,Buy
2023-04-10,151056900,Buy
2023-04-10,128024836,Buy
2023-04-10,151062020,Buy
2023-04-10,151074308,Buy
2023-04-10,128085252,Buy
2023-04-10,128117508,Buy
2023-04-10,139062276,Buy
2023-04-10,128596484,Buy
2023-04-10,128627204,Buy
2023-04-10,128975620,Buy
2023-04-10,129331204,Buy
2023-04-10,129410308,Buy
2023-04-10,129459204,Buy
2023-04-10,129712644,Buy
2023-04-10,129916932,Buy
